sentence,stance_type,cue,start,end,section,page
"Although Nacey perceives these items “as deliberate humour or as the written equivalent of Freudian slip” (p. 199), her discussion later concedes that many of them are actually “motivated” by language deficiency or L1 interference such as “Letting the mind wonder off on it’s own can work as therapy” (p. 199) or “I dear to 14 For a full review of different types of lexical errors, see Augustín Llach (2011).",self_mention,i,66,67,,
It is not clear from her analysis how instances such as “Does it deprive us from social contact?” (p. 222) and “Trevor chooses to do things he likes on his spare time” (p. 226) are categorized.,self_mention,us,15,16,,
"In my opinion, judging L2 learners’ metaphorical creativity based on deliberateness is at best speculation, especially when this deliberateness is guessed from written linguistic signs (e.g., comparative, as, like, as if, etc.)",self_mention,my,1,2,,
"In this way, Nacey has evaded the issue of deviations in an account of learner language, perhaps thanks to her data being neat enough to allow for a conflation of deviation and creativity.",hedging,perhaps,18,19,,
And so are instances from my data such as: Example 7.,self_mention,my,5,6,,
"When we read literary works, we can grow our aware.",self_mention,we,1,2,,
"When we read literary works, we can grow our aware.",self_mention,we,6,7,,
"When we read literary works, we can grow our aware.",self_mention,our,9,10,,
"While one might argue that these MUs are ‘novel’ in these particular occurrences, these instances are unfitting for the elicited language task at hand because they do not occur in an appropriate pattern of usage.",hedging,might,2,3,,
"When we do not have access to the writers’ clarification of their works, it would be safer to recognize them as products of the on-going development of learner metaphorical language in order to gain a deeper understanding of this aspect of L2 learning.",self_mention,we,1,2,,
"(p. 48) I acknowledge that there might exist a degree of subjectiveness in the identification of inter-language metaphorical language in this study, as in all metaphor studies available, as a necessary corollary underlying the choice to investigate metaphors from a pedagogical view.",self_mention,i,4,5,,
"(p. 48) I acknowledge that there might exist a degree of subjectiveness in the identification of inter-language metaphorical language in this study, as in all metaphor studies available, as a necessary corollary underlying the choice to investigate metaphors from a pedagogical view.",hedging,might,8,9,,
"Deignan (1999b, 2005, 2010) has proved that metaphors often appear as fixed expressions or in collocations, carrying with them such evaluative qualities that an oversight of their presence in discourse would result in an under-interpretation of the text.",boosting,proved,9,10,,
"Deignan (1999b, 2005, 2010) has proved that metaphors often appear as fixed expressions or in collocations, carrying with them such evaluative qualities that an oversight of their presence in discourse would result in an under-interpretation of the text.",hedging,appear,13,14,,
"Regarding learners’ use of multi-word units, it might be the case that learners are not masters of phraseological units due to the lack of collocational knowledge, but I would argue for an approach where learners’ attempts to produce chunks should be acknowledged (cf.",hedging,might,9,10,,
"Regarding learners’ use of multi-word units, it might be the case that learners are not masters of phraseological units due to the lack of collocational knowledge, but I would argue for an approach where learners’ attempts to produce chunks should be acknowledged (cf.",self_mention,i,30,31,,
"While we do not have a conclusive account of learners’ mechanisms of producing chunks, this does not mean that they do not produce chunks.",self_mention,we,1,2,,
"Because the metaphoricity of a stretch of text is contingent on the context in which it appears, it is not the case that one metaphorical use of the word will dictate its further occurrences as metaphorical.",hedging,appears,16,17,,
"Consider the following examples from Deignan (2005) for make, which appears 118,430 times in the 56 million-word cross-section of the Bank of English: 18 Cameron and Deignan (2006) define metaphoremes as “bundle[s] of relatively stable patterns of language use” (p. 686) that are powerful enough to represent linguistic, conceptual and pragmatic features of metaphorically used language.",hedging,appears,13,14,,
(25) The surgeon thought I had made a remarkable recovery.,self_mention,i,6,7,,
"Recent discussions, however, have suggested that this is not always the case.",hedging,suggested,6,7,,
"For the purpose of this study, I will use Barcelona’s (2010) definition of metonymy, seeing metonymy as essentially an intra-domain mapping that can arise from several conceptual links:20 “Metonymy is a cognitive process whereby one concept is used to mentally activate (i.e., to “make us think of ”) another concept with which it is 20 See Lakoff and Johnson (1980, pp.",self_mention,i,7,8,,
"For the purpose of this study, I will use Barcelona’s (2010) definition of metonymy, seeing metonymy as essentially an intra-domain mapping that can arise from several conceptual links:20 “Metonymy is a cognitive process whereby one concept is used to mentally activate (i.e., to “make us think of ”) another concept with which it is 20 See Lakoff and Johnson (1980, pp.",self_mention,us,54,55,,
(institution for people) Pearl Harbor still has an effect on our foreign policy.,self_mention,our,12,13,,
(place for event) I also adhere to the current understanding that there is an overlapping between metaphor and metonymy and that metonymy can function as a motivation for metaphor.,self_mention,i,5,6,,
